0,1,2,3,4,5,6,7,8,9
-0.007974738,-0.13900359,-0.17001307,-0.19874188,-0.11497088,-0.019722093,-0.19708377,0.11880627,0.17431602,0.1656995
0.10626701,-0.13000925,0.16147964,-0.23365083,-0.06791612,-0.0663321,0.18094127,0.15582949,0.079985656,-0.09023381
-0.20460348,-0.15978828,-0.20061329,-0.13135998,0.19280177,0.010312821,-0.09273004,-0.21499568,-0.020324953,-0.12552047
-0.066905625,-0.09471162,0.15564227,-0.085144356,-0.13219367,-0.1786534,0.04151866,-0.12105059,0.09632986,-0.13118626
-0.095849454,-0.043877725,-0.18392242,-0.18696797,0.09497574,-0.012225114,-0.07253391,-0.13410151,-0.24578717,-0.07797747
-0.050929938,0.22839326,-0.18669395,-0.1151051,-0.1871648,0.05296052,-0.08353196,-0.21168281,0.1691777,0.121122174
0.0601004,0.10247009,-0.18652797,-0.09865067,0.021702686,-0.1194562,0.105675966,0.16601819,-0.16219082,-0.13660517
0.18764772,-0.057996064,-0.010395791,-0.12300653,0.020629667,0.19181304,0.0035417827,0.21104476,-0.08881346,0.019255579
0.16765204,0.1380323,0.009657459,0.20563762,0.23222905,-0.18374448,0.22323975,0.1629743,-0.07415118,-0.012893321
0.05067093,0.036906045,0.09106572,0.04365153,-0.048224736,0.17758754,0.11198272,0.12703425,-0.09356315,0.09412053
0.11016362,0.2302729,-0.20345713,-0.20669949,-0.11241877,-0.15173747,-0.1480477,-0.03328543,-0.027652608,-0.0694297
-0.11439825,-0.08278504,-0.008910682,0.17262517,-0.15510072,0.081100844,0.2034958,-0.02563789,0.17090419,0.0789918
0.040682655,0.0811397,-0.11510735,0.15479591,0.10726035,0.10798072,0.20674211,-0.12044297,0.11082876,0.07218066
-0.06833209,0.08100659,0.0018148002,-0.071876116,0.025224354,-0.17901865,-0.043729383,-0.0012050655,0.13833058,-0.121620335
-0.1048336,-0.24600695,-0.013360517,-0.043573055,0.19387467,-0.16213372,-0.10242849,-0.028808592,-0.13557811,0.046619862
0.105410606,-0.15682584,0.0069728508,0.06886706,0.16972113,-0.076865025,-0.16308647,-0.080277964,0.2245319,0.10356922
-0.13018215,0.18925439,-0.17250474,-0.023596542,-0.0034295751,0.098348804,-0.015873289,-0.19623655,0.13578205,0.029045483
0.07367535,-0.09246456,0.21774986,-0.13428424,-0.14110091,0.015222579,0.16081488,-0.083434515,0.16017146,-0.015233322
-0.08901549,0.19840682,0.20003489,0.086330526,-0.20417862,-0.19618365,-0.1379758,0.17993873,0.032241385,0.1622313
-0.1082626,0.22992496,-0.1913727,0.20743643,0.060794003,-0.1745126,0.15829219,-0.0702518,0.0053625526,0.031107074
-0.040263243,-0.118860416,0.11687762,0.18232337,0.00042833318,0.10900414,-0.10981314,-0.057990197,0.13843678,0.12734951
0.02933901,-0.03439603,0.0977793,0.21204805,-0.15554123,-0.12986703,0.13424903,-0.18262382,0.08452451,0.16978033
-0.18479426,-0.05753094,0.13224976,0.07245697,0.002035431,0.24537133,-0.021144716,-0.052301377,-0.10761698,0.047773357
0.1102851,-0.2311928,0.22289753,0.22689696,-0.024491817,0.110608995,0.035430573,0.15514742,-0.027396258,-0.09511273
0.23297212,0.13870099,0.06911478,-0.035822287,-0.06097305,0.19380905,-0.026509855,0.21704431,0.19490668,0.1338117
0.1323836,0.1971629,-0.03903227,-0.101670034,0.0056263297,0.20550933,-0.1914642,-0.15097266,0.12711526,0.07627105
0.03661509,-0.1240616,-0.06487245,0.1685307,-0.14961073,0.2255924,0.2210978,-0.10714712,-0.13213417,-0.071455225
-0.07055272,0.0373555,0.05224858,0.051372223,-0.08671128,0.008717479,0.1825229,-0.0864166,0.021629777,0.081067786
0.23088373,-0.099611476,-0.17979687,0.20898381,-0.023777725,-0.052879672,0.16168915,0.03017542,0.20165716,-0.06282486
-0.23358992,-0.10513277,0.20037748,0.113247156,-0.15178321,0.19636284,-0.009587976,-0.1988461,0.0867536,0.05217419
0.12841108,-0.033473313,0.14780638,0.09283461,-0.017698955,-0.06574205,0.15689382,-0.14385125,-0.13561334,0.1201471
0.21362787,-0.023543319,-0.048774403,-0.06940311,-0.1896941,0.13953723,-0.2289038,0.19936304,-0.175424,0.21001306
0.12897545,0.14455035,0.031831317,0.12144173,-0.25858974,0.01772038,-0.21695346,-0.14277436,0.12144755,0.16363621
0.11066489,-0.1946548,-0.16898502,0.14720155,-0.017818019,0.18452324,0.1554488,0.17440821,0.035686515,-0.048414696
-0.21773632,-0.23006755,0.104600675,0.17280164,0.13833946,-0.017720109,0.19251099,0.10843783,-0.23337728,0.028219974
0.08073141,0.16760486,0.13446184,0.022511207,-0.06927385,0.070969984,0.04265789,-0.23806323,0.060933877,-0.23205279
-0.053151377,-0.12975647,0.07113312,0.086869776,-0.108992755,-0.19786444,-0.1525748,-0.20419386,-0.03548934,-0.13877784
0.04759055,0.060533106,0.16097777,-0.054398123,0.16137332,0.023869434,0.15382318,-0.06665161,-0.11799428,0.027659765
