0,1,2,3,4,5,6,7,8,9
0.16918218,0.23196173,0.14871436,0.096708946,0.024899013,-0.097599074,0.0135261975,0.01895828,0.19665635,0.08382118
-0.21306626,-0.09624607,0.1001045,0.022562878,-0.1131372,0.13803436,0.18514049,-0.0909899,-0.016164532,-0.12884218
0.2235908,0.03507671,0.012462229,-0.029386938,-0.12865025,-0.16508527,0.17078787,-0.2540065,-0.0068816133,-0.1410357
0.14676121,-0.18829417,0.10003882,0.12103669,0.18432295,-0.043358054,0.13592286,-0.23443484,0.10194465,-0.09435339
0.123088896,0.20115888,0.17949107,0.1893057,-0.10385861,-0.14416324,0.18119323,0.05346234,0.056969613,0.20108229
-0.16977108,-0.20056377,-0.19675735,0.22258219,-0.03782765,0.038390018,-0.050191082,-0.110148914,0.23007123,0.07751388
-0.15546249,-0.016469486,0.23957795,-0.13380137,-0.09025202,-0.17355032,0.11212592,0.099113025,0.11173663,0.025010185
-0.038058568,0.021556932,-0.08079655,0.19682908,0.21325122,0.12889338,0.12586549,0.17516324,-0.21343143,0.12084125
0.19255617,-0.078925125,0.12805267,0.053066578,0.052710526,0.17763565,-0.056442626,-0.1938959,0.065168925,-0.15214574
0.006091657,-0.14559965,-0.15273085,0.18215284,0.09162585,-0.0051922635,-0.1899642,0.0956069,-0.12801526,-0.20134903
0.066499636,-0.09235917,-0.1325713,-0.086379826,0.20239557,0.12686422,-0.14053904,-0.10773076,-0.046432666,0.22565515
-0.15957043,0.010234808,0.19022982,-0.15490563,0.036324516,0.053055227,-0.023057055,-0.16646194,0.10256704,0.1732545
0.10697804,0.116149925,-0.16485186,0.23812799,0.099559195,-0.1846016,0.075424775,-0.20440993,-0.0767446,0.1714859
0.19447085,0.13443398,0.11753758,0.11023854,-0.054574206,-0.0710824,-0.27280018,-0.114652485,-0.15286149,-0.10257668
0.18105751,-0.08418116,-0.11604077,-0.14034477,-0.020995691,-0.10701362,-0.1756239,-0.07569847,0.15288594,-0.23528945
-0.12815326,-0.052603215,0.2766002,-0.0030257585,0.1691828,-0.15739311,-0.0037752728,0.017943554,-0.1095274,-0.031098833
0.08399518,0.20615542,-0.16559196,0.21751203,-0.12620674,-0.21807449,-0.13859819,0.044895507,-0.10055852,0.17791514
-0.2172303,0.12774527,0.18585527,-0.1881695,-0.0489325,-0.049122747,-0.09460249,0.050754175,0.0871205,0.05138387
0.03475344,-0.08006434,-0.13003004,-0.0683874,0.19743364,-0.10041666,-0.22483638,0.029902833,0.02358192,-0.18631378
-0.13061248,0.13819627,-0.17347807,0.0008259036,0.19381075,-0.017597128,-0.036468852,0.093187,0.024334421,0.10436485
-0.09373855,0.018908557,-0.14238358,0.10736992,-0.1788454,0.09151383,-0.19856128,0.08726309,0.096535325,0.24610303
-0.015797123,-0.08056846,0.27586633,0.048633568,0.08628113,0.21778116,-0.011221537,0.120756604,-0.121138185,0.017588139
0.20247135,0.17569041,0.036458015,-0.11512534,0.18109831,-0.250306,-0.074708864,0.058052897,0.22223078,-0.037365265
0.117092505,0.25083363,0.01119485,0.19698387,-0.15062143,0.06277521,-0.20668569,0.039067518,-0.08673426,0.22288947
-0.16101187,0.26103073,-0.1652357,-0.15833397,0.11606858,-0.13054524,0.1498552,0.14275448,0.07003661,-0.021398745
-0.0782345,0.15871872,-0.12818582,-0.13983534,-0.026468402,-0.24759486,0.012105035,-0.15619433,-0.05010124,-0.22020699
0.10674679,-0.20648113,-0.0035802003,-0.22179504,-0.09218609,-0.05300654,0.083745085,0.011140682,0.20490225,-0.15554939
-0.02504805,0.034395173,0.14137317,-0.028177379,0.01430355,-0.18831712,-0.0801899,-0.17546523,0.19603464,-0.0044121686
-0.1485907,-0.13515514,0.04254593,-0.10171977,0.06876154,0.083558835,0.022008711,0.08500118,-0.061196562,-0.18284775
-0.031607002,0.17944396,-0.18349867,0.17776522,-0.07305511,0.12861463,-0.05471361,-0.0961954,-0.13499542,-0.064516634
-0.0824433,-0.20634393,-0.06888918,0.057316966,0.09643613,0.0156173855,-0.098808885,0.16460828,0.14061843,-0.09773368
