0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.19173016,0.11509144,0.10473257,0.011775861,0.07613081,0.17378564,0.009014522,0.26129165,-0.23225696,-0.032806583,-0.02470362,-0.15202796,0.17528959,-0.058865692,0.1714619,0.0072601833,-0.24298505,-0.019783204,0.10447675,0.1281157,0.0930736,-0.019032877,-0.00728212,0.12719513,0.19544217,0.1405229,-0.0037076643,0.033477634,-0.0464045,0.23778734,0.045498174,0.07688397,-0.19845921,0.24381584,-0.10114768,0.08821871,-0.18965104,-0.15512593,-0.073746234,0.028933197,0.20677137,-0.16162133,0.17034076,-0.011693419,-0.27769002,0.14090924,-0.053102244,0.048845544,0.027314309,-0.17824218,0.0020913444,-0.13657202,0.1282578,-0.2067275,-0.044720072,-0.20599853,0.10932207,-0.017570073,-0.12289947,0.06590461,0.11577554,-0.08897628,-0.023491502,-0.17293438,-0.13353102,0.10158584,0.17856862,0.025273455,-0.0010967999,-0.19409107,0.04013178,-0.041386224,-0.09853771,0.14630567,0.18721157,-0.04980111,0.27381116,0.043491628,0.17458746,0.08721841,0.10841409,-0.20229574,-0.2778068,0.017130557,-0.074780196,0.1003843,0.14038987,-0.03960322,-0.08789831,0.19356315,-0.0896908,-0.14649557,-0.02518897,-0.12082415,-0.22749048,-0.0073864013,-0.065570936,-0.051996868,-0.022264691,0.19659317
0.16782372,-0.047245942,-0.10695931,-0.11656726,-0.11655975,0.12603652,-0.1796791,0.2472082,0.16847546,0.0815311,0.19649972,0.10345142,-0.16343556,-0.042710755,0.113560736,-0.17904918,-0.009461569,0.2839064,-0.29435778,-0.09428945,-0.013756483,0.121137984,0.045068175,-0.05239766,0.056906685,0.035502084,0.024871685,-0.1955168,0.106671676,0.03795969,0.058591306,-0.17895402,-0.32714227,0.09541931,0.002295589,-0.08453594,-0.276434,0.033735987,-0.23872249,0.12944943,0.063246496,-0.0476305,-0.14473003,-0.07567668,0.17375699,0.03183605,0.11864128,-0.1040297,-0.15344046,0.22937204,0.24305132,0.14481916,-0.24455485,0.032299977,-0.04236295,0.09539763,-0.19411053,0.19740048,-0.19790086,0.2687574,0.21179222,-0.24899262,-0.058170166,-0.099313,0.015537175,0.13673913,0.2596526,0.022708798,-0.11947013,0.13553545,-0.07551735,-0.022603344,-0.31235868,0.23193651,-0.05688258,-0.25757128,-0.16645317,0.17529704,0.15203215,-0.09449532,0.032006525,-0.23786879,-0.25238505,-0.025012279,-0.04227437,-0.12754413,-0.08017091,-0.15604483,-0.12000923,-0.055807944,-0.18356064,-0.013471495,0.12280533,-0.020525724,0.109407894,-0.04099904,-0.11752176,-0.15165706,-0.17267948,-0.08217508
-0.05572201,-0.083568975,0.16211623,0.17717232,-0.176722,0.020714222,-0.12458895,-0.020270785,-0.13952503,0.03416133,-0.047647238,0.11059739,-0.24040343,0.0044035725,-0.004310389,0.008790232,0.21298113,0.0029304705,0.21887387,0.097509004,0.23059277,-0.23750995,0.23132016,-0.2397041,-0.16715814,-0.10897482,-0.019532291,0.053707846,0.05205299,0.08923088,0.22549401,-0.16522478,0.028587053,0.08536774,-0.017146979,0.12410059,-0.0508169,0.048125785,-0.015334668,0.12040362,0.18324362,0.17523973,-0.05380906,-0.028098913,-0.11016627,0.03119649,0.0047951434,0.32031146,0.05778998,-0.079049334,-0.04259155,-0.050647035,-0.07611755,-0.15889592,0.051911253,0.17443983,0.08115467,-0.15705954,-0.19529708,0.10607372,0.07320323,0.13952546,0.10867823,0.0946417,0.26567307,-0.23125708,0.11649807,0.10863953,-0.020140313,-0.029157888,0.102585554,-0.06842279,-0.018214699,0.26718867,0.20511241,-0.049786538,0.16136284,-0.07536243,-0.26847452,0.032991186,-0.17269596,-0.14362659,0.1631703,-0.12540288,0.13271675,0.07689308,0.21013385,-0.16280699,-0.023168212,-0.22045,-0.20528238,0.13158502,0.041355576,0.29972106,0.051275566,-0.06579156,-0.21084277,-0.23430243,-0.12614213,-0.09656732
0.15885636,-0.20639017,0.065307066,0.07967517,0.0043487092,-0.16520797,0.34930065,0.117963485,0.02671767,-0.10695781,-0.23042177,-0.28347734,-0.12102034,-0.0039043827,0.27964106,0.094606385,-0.13268444,-0.03542104,-0.020842852,0.18371765,0.11783694,-0.07745169,0.09189973,0.19435768,-0.0040540844,0.16081451,0.2395916,0.13061124,-0.23597667,0.15409295,-0.17920049,-0.17245667,0.12561548,0.12662512,0.19185658,0.045205157,0.0831788,-0.14544651,0.040418684,-0.037540212,-0.104749575,0.05891416,-0.16604756,-0.03368308,-0.059612993,0.105947204,-0.1810806,-0.04613015,-0.1566301,0.081951044,-0.11843216,-0.10479433,0.089370884,-0.037627663,0.11893336,-0.07576838,0.057942327,-0.03501622,0.003914782,-0.21204512,-0.057279415,0.04212479,-0.07024827,0.21768217,-0.2893944,0.124162495,0.2170892,0.052737646,0.2201862,0.06555606,0.00367774,-0.104770355,-0.009039991,0.14461759,0.09452683,-0.037389845,-0.116676874,0.13542524,0.073970854,0.034400746,0.1449445,0.009384483,-0.09517006,-0.0018426437,-0.044472385,-0.08426363,0.08705481,0.086650044,0.18442015,0.024379056,-0.010209047,-0.12293722,0.018703612,0.037566606,-0.022498097,-0.013910095,-0.21243201,-0.023367047,0.047658518,-0.20679392
-0.059791945,-0.02409526,0.091680445,-0.19689083,-0.16039972,-0.2867803,0.011970642,0.15829228,-0.078872256,0.037972674,0.09548765,0.047523167,0.12239394,0.023084994,-0.05303722,-0.064917736,-0.07701293,0.18653883,0.28072497,0.27160853,-0.08922198,-0.079770595,-0.20354618,0.15728359,0.14630753,-0.043183643,0.12158087,-0.0938262,-0.30978072,-0.04504937,0.054540273,-0.00036400676,0.18422823,-0.07280881,0.08666979,-0.2590202,-0.10536446,-0.07065547,0.026089745,-0.1092559,-0.11422788,-0.21066687,0.061681032,-0.10680221,-0.27907854,-0.03925493,0.1288894,0.054926556,0.10852517,-0.108268395,-0.039004125,-0.15110566,-0.090504356,-0.2579056,-0.0673561,0.22699071,0.016923565,-0.14024489,0.18404512,-0.19390261,-0.07660905,0.044289283,0.028129758,0.07373843,-0.05594593,0.024760777,-0.028381923,-0.05814035,0.12194152,0.13921541,-0.12962528,-0.047815267,0.010398128,0.017726444,-0.2580788,0.059248514,0.027191138,0.04039586,0.0484568,0.021762755,-0.107485995,-0.027608741,0.061870113,0.2517531,0.06108394,0.2206916,-0.0032976859,0.0261601,-0.17605956,0.03484663,0.22739448,0.060797043,0.10910708,0.0980932,-0.058278017,-0.102530874,-0.027455943,0.08238147,-0.050335705,-0.11346124
0.047939323,-0.06597658,0.21470104,-0.13527708,0.12100358,0.15786259,-0.20503388,0.14848335,-0.022917368,-0.07518764,-0.16318643,-0.20477201,0.08183821,-0.08857509,-0.06885118,0.020529557,0.015780466,-0.08841938,-0.022914862,-0.012084281,0.14248452,-0.03777065,0.02749372,-0.18236245,0.2153678,-0.02728279,0.18342909,-0.08209805,0.026701787,-0.10165666,-0.12842204,-0.1822446,-0.06513559,0.13946506,0.051787194,-0.10515857,0.06369478,-0.05334705,-0.17034794,-0.076243654,0.0013589846,-0.0062319874,0.11659248,0.20579557,-0.0779648,0.21332067,0.04651403,-0.09669834,-0.21843792,-0.19519702,0.10844722,-0.09458561,-0.18769258,0.22458965,-0.05937807,0.2754395,-0.0734294,-0.07793262,0.32238603,0.19456369,-0.0014070354,-0.17766099,-0.052717336,0.076643705,-0.027005361,-0.080071464,0.009348711,0.09198669,0.011816257,0.3006832,0.20674711,-0.23404184,0.008655936,-0.1057196,0.19607913,-0.073800646,-0.16088168,0.055931795,-0.13729429,0.0023336671,-0.08598741,-0.21303535,-0.20879741,-0.06686278,0.20931768,0.11022911,0.31306547,0.08987107,-0.0048147286,0.02521,-0.13535307,0.23261538,-0.16128665,-0.21308233,-0.03439487,-0.29413685,0.29060173,0.3307612,0.14750385,0.08883831
0.21297482,0.18024917,0.10280039,0.24501127,-0.1859282,0.004002029,-0.26942655,-0.12156661,-0.028320359,0.2497037,-0.04132128,-0.15711206,0.14837755,0.063274994,0.0630683,0.16876742,-0.06218302,-0.16040954,0.1630272,-0.17367508,-0.19098358,0.06569098,0.17477436,0.03756268,0.13833925,-0.20377955,-0.27991846,-0.0071344096,0.11848661,-0.06623942,0.16592506,0.19158842,0.0819636,0.2271911,-0.04816735,0.053786576,0.00450391,0.11336649,0.21805939,0.17211662,0.16511331,-0.21619229,-0.054024167,0.18597218,-0.1901469,-0.07480565,0.22674362,-0.30220863,0.05057833,0.26990172,-0.048537217,0.0906466,0.18689455,-0.1445169,0.123440996,0.15432404,-0.01729191,-0.08119948,0.13018191,-0.13237387,-0.053095363,-0.0035995326,0.1332342,-0.24249835,-0.09884634,-0.032423697,0.1836663,-0.17409287,-0.09580791,0.092312686,-0.18080682,-0.19753186,-0.120370165,-0.2639622,-0.102025725,0.14242081,0.117084876,0.22069874,0.0053415885,-0.1516794,-0.054893654,0.15886848,-0.02303762,0.090274364,-0.13480532,-0.0969255,-0.07868653,0.2761771,0.030328186,-0.18149932,-0.237657,0.134948,-0.02057649,-0.00020106275,0.20261414,-0.113064654,-0.031999078,0.06197995,0.068877965,-0.16104417
-0.07367824,0.08478447,-0.03833329,-0.019420909,0.32531652,-0.17375626,-0.08988422,0.10726993,0.05809484,-0.19658339,0.09611062,-0.2741012,-0.3305974,0.14850782,0.11617895,-0.21310338,0.14975698,-0.00075244054,-0.060543094,0.08350244,0.019630956,0.069007434,-0.06380064,0.18879753,0.023769643,-0.11353329,0.09252564,-0.23339833,0.010126932,-0.10469133,-0.027919127,-0.002519372,-0.29148093,0.092015766,-0.02395033,0.049553297,0.13303666,0.03819604,0.08841341,-0.1287031,-0.04514159,0.009428869,0.0621798,0.16757938,0.1549827,0.016144333,0.16035932,0.19262551,0.15991049,-0.012925716,0.086724415,0.16503645,0.11718523,-0.10002506,0.12520328,-0.22761512,0.02092058,-0.0573026,-0.13877822,0.14681157,0.23990929,-0.010253637,-0.16833463,-0.09821988,0.07407083,0.10861474,0.05160402,-0.2738914,0.08949506,0.3518873,0.051581748,-0.075820506,0.03069968,-0.2130893,0.15155964,-0.08524104,-0.15325984,-0.2869943,0.0016533318,0.11418458,0.017461194,0.17462459,-0.17134552,-0.25391787,-0.042930156,0.047513988,0.13799347,-0.25213596,-0.012566869,-0.25961396,0.1299288,0.07985887,-0.16857694,-0.027122937,0.047230575,-0.013194433,0.33430964,-0.19389138,0.03234257,0.21508612
0.0030664743,0.06838985,-0.25620267,-0.22865808,-0.0713079,0.33114612,-0.1886603,-0.05283762,0.14920713,0.17836691,0.07595661,-0.09864475,0.050357502,-0.1669484,0.26912466,0.099129714,0.1439936,0.02205566,0.007905587,0.13973847,0.2760694,-0.06959223,-0.07591559,-0.108245514,-0.3284083,0.06222703,0.090937816,-0.24071887,0.0546087,0.20898803,-0.052556425,-0.2948015,-0.28946388,0.14285949,-0.0109229535,-0.19385314,-0.27767006,-0.11070866,0.08665763,0.22336109,0.07643607,-0.113322504,0.2960146,-0.1854566,-0.06187044,-0.08281886,0.12980711,-0.16004884,-0.10163676,-0.12490369,-0.01235323,-0.24891827,-0.05025724,0.059072107,-0.08833944,0.10962723,-0.1641786,0.31557906,-0.081910886,0.14367585,-0.09314909,0.16560225,-0.061142948,0.013278952,0.13162899,0.04235236,0.119179055,0.06296754,-0.13787186,0.06388686,0.09200406,0.15966336,-0.25740686,-0.05361647,-0.027741803,0.030055713,-0.0957283,0.14731745,0.06344812,0.082765125,-0.28824654,-0.049412575,-0.062675774,0.17251691,0.07602372,0.04287486,0.06425864,0.013460867,0.12993027,-0.062495995,0.15938537,0.063583724,-0.00832835,-0.09517459,-0.18182044,0.20709856,-0.172208,-0.14690259,-0.013240763,0.12348238
0.06864275,-0.1010759,-0.026750188,-0.12900597,-0.11118968,0.19166262,-0.19559674,-0.28446278,0.0581901,-0.0029833445,0.20643844,-0.028996361,0.017158419,0.10096233,-0.16726397,-0.21812896,-0.09513709,-0.104068905,0.22934979,-0.072186574,0.059714146,0.309757,-0.043288525,0.1218628,-0.12042522,0.05088785,-0.26056767,-0.15506154,0.023723228,0.04601198,0.03559182,0.12840916,-0.07169799,-0.13923429,-0.050956286,-0.032545708,0.23978601,0.09462821,-0.08362492,-0.02800437,0.12869263,-0.006757931,-0.0906669,0.014880209,0.018647783,0.11403187,0.043244675,0.19543014,-0.1364348,-0.21972519,-0.10663281,-0.16997418,0.11280825,-0.05233856,0.09451474,-0.0874972,0.020389583,-0.09745596,-0.07838455,-0.0007175683,0.046091177,0.06653075,0.037781574,0.08814395,0.07416192,0.29863533,0.056549158,-0.17568891,0.06520152,0.12698595,0.1446066,-0.048631947,0.20488405,0.035319783,-0.049570944,0.1353783,-0.22015138,0.0757204,-0.18805887,0.10298833,-0.12542954,-0.08537065,-0.19788,-0.080349915,-0.039645538,-0.09401202,-0.025583122,0.07040009,0.0498614,0.057863194,-0.024739584,-0.16067642,0.12198154,-0.01500136,-0.13655223,0.012833108,0.017346203,0.09972105,0.053674396,-0.1568862
