0,1,2,3,4,5,6,7,8,9
-0.017340926,-0.083370104,-0.04075076,-0.111547194,0.020859448,0.022659956,-0.029863479,0.007116043,-0.06294084,0.014509371
-0.14348266,-0.044922393,0.0736162,0.05572702,0.12915653,0.04734104,-0.009287957,0.07449104,-0.057836603,-0.043925814
-0.057562247,0.044197116,0.005418919,-0.0017889488,0.08829562,0.054714873,-0.006379037,0.12118538,-0.07591564,-0.059469555
0.03212316,0.0062347213,0.039783873,0.046174765,-0.047207925,0.03506845,0.08597017,0.14061959,-0.057908572,-0.07150414
0.07479035,0.008626455,-0.043550547,0.0702052,0.047207206,-0.026651869,0.06717039,-0.12591235,0.082429044,0.023659019
0.05830631,0.072525546,-0.015077059,-0.020257061,-0.11365929,-0.02314548,-0.09227119,-0.090714514,0.036160607,0.089225456
-0.12015741,-0.1281541,-0.005629496,-0.15608191,0.056765806,-0.14158304,-0.024379272,-0.1369166,-0.122555375,-0.009177995
-0.11730668,-0.014745954,-0.024626521,0.0033512616,0.109091885,0.062637754,0.05110808,0.1476194,-0.08305347,0.03832639
-0.05561111,0.083195,-0.068899624,-0.056464795,0.06297925,-0.033997737,-0.08132686,-0.0024718354,0.1004249,0.07459369
0.13918893,0.02290692,0.06042196,0.08090691,0.10940465,0.1009437,-0.07587056,0.1711827,0.14031722,0.13299017
0.020594023,-0.0014171889,-0.064939596,0.060469676,0.025607066,-0.05948206,0.04805754,0.0028230955,0.056415047,-0.008306158
-0.09567352,-0.10132577,-0.032291934,0.15163527,0.103335485,0.163297,0.1563607,0.060335778,-0.016407568,-0.05481332
0.08444114,0.15448287,-0.017983196,0.111438096,-0.02482159,0.014294859,-0.00015963854,0.027165793,0.19191264,0.19469994
-0.019349039,0.099442676,0.11697251,-0.0032990966,0.16033334,0.07824878,0.0077014235,0.1251277,-0.0969321,0.1273
0.14875558,0.065061286,0.0854158,0.14429781,-0.023047889,0.15706679,0.143741,0.14695112,0.051961947,0.012607838
-0.035959113,0.11487487,0.03673118,0.094208226,0.15865484,0.1087438,0.077566996,0.1435744,0.1072726,0.01399728
-0.06928436,-0.11348663,0.016383396,0.1004695,0.09983866,0.064313255,0.010083843,0.008277034,-0.041748412,-0.02930935
-0.021373527,-0.003195386,0.078583956,-0.05184056,-0.12246492,-0.03551054,0.02796224,-0.11707648,-0.0135446405,0.014100149
0.13016127,0.022484513,0.054780543,-0.09167981,0.03421798,-0.05678824,-0.07362311,-0.00088310556,0.10936488,-0.00881779
-0.022172099,0.042022284,0.042408783,-0.046175055,0.06502876,0.04359195,-0.015031598,-0.03887649,0.09124549,0.060187764
-0.05766415,0.0044693607,-0.124395825,-0.047521207,-0.024677096,-0.0065087923,-0.036041565,-0.04723081,0.07435389,0.074032106
-0.07994789,-0.02240562,-0.11020377,-0.057079438,0.038067557,-0.11731663,-0.08845765,-0.052595098,-0.0046815597,-0.023581317
0.15911563,-0.11437316,0.08960227,0.12886837,0.018129203,0.112338394,-0.058486026,-0.038588192,0.11251117,-0.07235752
0.05278382,-0.06669412,0.10229556,0.046881218,0.1410484,-0.014355761,0.06838162,0.1260988,0.038661655,-0.123348445
0.012202231,-0.16272427,-0.0435632,0.055822004,-0.102061845,-0.06962403,-0.12774478,-0.015951563,-0.10785717,-0.033052452
-0.102297336,0.061391264,-0.10988955,-0.05307293,-0.05913875,0.02485885,0.04839054,0.04790418,0.051778387,-0.07405649
0.09783062,0.05162437,-0.105248146,0.053858556,-0.048691873,0.075779565,0.009190251,0.049631156,0.108220465,-0.063348174
0.10377514,-0.061210517,0.12923233,0.029435752,-0.03691135,-0.101746425,-0.12666105,0.09570223,0.12453687,-0.12252464
0.048226926,-0.01407106,-0.044721186,-0.076599136,-0.08100791,-0.13025,-0.0055564516,-0.12793031,-0.015702454,-0.070074216
-0.025453819,0.039310068,0.08046725,-0.10339697,0.08840498,-0.08425553,0.099040054,0.091733456,0.092849165,0.105852045
